,NOC,Team,Year,Season,Games,num_olympians,num_medalist,perc_medalist
420,BOL,Bolivia,1964,Summer,1964 Summer,1,,
421,BOL,Bolivia,1968,Summer,1968 Summer,4,,
422,BOL,Bolivia,1972,Summer,1972 Summer,11,,
423,BOL,Bolivia,1976,Summer,1976 Summer,4,,
424,BOL,Bolivia,1980,Winter,1980 Winter,3,,
425,BOL,Bolivia,1984,Summer,1984 Summer,11,,
426,BOL,Bolivia,1984,Winter,1984 Winter,3,,
427,BOL,Bolivia,1988,Summer,1988 Summer,7,,
428,BOL,Bolivia,1988,Winter,1988 Winter,6,,
429,BOL,Bolivia,1992,Summer,1992 Summer,13,,
430,BOL,Bolivia,1992,Winter,1992 Winter,5,,
431,BOL,Bolivia,1996,Summer,1996 Summer,8,,
432,BOL,Bolivia,2000,Summer,2000 Summer,5,,
433,BOL,Bolivia,2004,Summer,2004 Summer,7,,
434,BOL,Bolivia,2008,Summer,2008 Summer,7,,
435,BOL,Bolivia,2012,Summer,2012 Summer,5,,
436,BOL,Bolivia,2016,Summer,2016 Summer,12,,
437,BRA,Brazil,1960,Summer,1960 Summer,68,13.0,0.19117647058823528
438,BRA,Brazil,1964,Summer,1964 Summer,57,12.0,0.21052631578947367
439,BRA,Brazil,1968,Summer,1968 Summer,76,4.0,0.05263157894736842
440,BRA,Brazil,1972,Summer,1972 Summer,81,2.0,0.024691358024691357
441,BRA,Brazil,1976,Summer,1976 Summer,79,3.0,0.0379746835443038
442,BRA,Brazil,1980,Summer,1980 Summer,106,9.0,0.08490566037735849
443,BRA,Brazil,1984,Summer,1984 Summer,147,36.0,0.24489795918367346
444,BRA,Brazil,1988,Summer,1988 Summer,160,23.0,0.14375
445,BRA,Brazil,1992,Summer,1992 Summer,182,14.0,0.07692307692307693
446,BRA,Brazil,1992,Winter,1992 Winter,7,,
447,BRA,Brazil,1994,Winter,1994 Winter,1,,
448,BRA,Brazil,1996,Summer,1996 Summer,221,62.0,0.28054298642533937
449,BRA,Brazil,1998,Winter,1998 Winter,1,,
450,BRA,Brazil,2000,Summer,2000 Summer,198,48.0,0.24242424242424243
451,BRA,Brazil,2002,Winter,2002 Winter,10,,
452,BRA,Brazil,2004,Summer,2004 Summer,243,40.0,0.1646090534979424
453,BRA,Brazil,2006,Winter,2006 Winter,9,,
454,BRA,Brazil,2008,Summer,2008 Summer,268,77.0,0.2873134328358209
455,BRA,Brazil,2010,Winter,2010 Winter,5,,
456,BRA,Brazil,2012,Summer,2012 Summer,248,59.0,0.23790322580645162
457,BRA,Brazil,2014,Winter,2014 Winter,13,,
458,BRA,Brazil,2016,Summer,2016 Summer,462,48.0,0.1038961038961039
459,BRA,Clementine V,1964,Summer,1964 Summer,2,,
460,BRA,Pimm,1960,Summer,1960 Summer,2,,
461,BRA,Terrible,1960,Summer,1960 Summer,2,,
462,BRA,Vento Sul,1964,Summer,1964 Summer,2,,
463,BRB,Barbados,1968,Summer,1968 Summer,9,,
464,BRB,Barbados,1972,Summer,1972 Summer,13,,
465,BRB,Barbados,1976,Summer,1976 Summer,11,,
466,BRB,Barbados,1984,Summer,1984 Summer,16,,
467,BRB,Barbados,1988,Summer,1988 Summer,17,,
468,BRB,Barbados,1992,Summer,1992 Summer,17,,
469,BRB,Barbados,1996,Summer,1996 Summer,13,,
470,BRB,Barbados,2000,Summer,2000 Summer,18,1.0,0.05555555555555555
471,BRB,Barbados,2004,Summer,2004 Summer,10,,
472,BRB,Barbados,2008,Summer,2008 Summer,8,,
473,BRB,Barbados,2012,Summer,2012 Summer,6,,
474,BRB,Barbados,2016,Summer,2016 Summer,11,,
475,BRN,Brunei,1996,Summer,1996 Summer,1,,
476,BRN,Brunei,2000,Summer,2000 Summer,2,,
477,BRN,Brunei,2004,Summer,2004 Summer,1,,
478,BRN,Brunei,2012,Summer,2012 Summer,3,,
479,BRN,Brunei,2016,Summer,2016 Summer,3,,
480,BTN,Bhutan,1984,Summer,1984 Summer,6,,
481,BTN,Bhutan,1988,Summer,1988 Summer,3,,
482,BTN,Bhutan,1992,Summer,1992 Summer,6,,
483,BTN,Bhutan,1996,Summer,1996 Summer,2,,
484,BTN,Bhutan,2000,Summer,2000 Summer,2,,
485,BTN,Bhutan,2004,Summer,2004 Summer,2,,
486,BTN,Bhutan,2008,Summer,2008 Summer,2,,
487,BTN,Bhutan,2012,Summer,2012 Summer,2,,
488,BTN,Bhutan,2016,Summer,2016 Summer,2,,
489,BWA,Botswana,1980,Summer,1980 Summer,7,,
490,BWA,Botswana,1984,Summer,1984 Summer,7,,
491,BWA,Botswana,1988,Summer,1988 Summer,8,,
492,BWA,Botswana,1992,Summer,1992 Summer,6,,
493,BWA,Botswana,1996,Summer,1996 Summer,7,,
494,BWA,Botswana,2000,Summer,2000 Summer,7,,
495,BWA,Botswana,2004,Summer,2004 Summer,11,,
496,BWA,Botswana,2008,Summer,2008 Summer,11,,
497,BWA,Botswana,2012,Summer,2012 Summer,4,1.0,0.25
498,BWA,Botswana,2016,Summer,2016 Summer,12,,
499,CAF,Central African Republic,1968,Summer,1968 Summer,1,,
500,CAF,Central African Republic,1984,Summer,1984 Summer,3,,
501,CAF,Central African Republic,1988,Summer,1988 Summer,15,,
502,CAF,Central African Republic,1992,Summer,1992 Summer,15,,
503,CAF,Central African Republic,1996,Summer,1996 Summer,5,,
504,CAF,Central African Republic,2000,Summer,2000 Summer,3,,
505,CAF,Central African Republic,2004,Summer,2004 Summer,4,,
506,CAF,Central African Republic,2008,Summer,2008 Summer,3,,
507,CAF,Central African Republic,2012,Summer,2012 Summer,6,,
508,CAF,Central African Republic,2016,Summer,2016 Summer,6,,
509,CAM,GyoshuII,1964,Summer,1964 Summer,2,,
510,CAN,Argo II,1960,Summer,1960 Summer,3,,
511,CAN,Canada,1960,Summer,1960 Summer,75,9.0,0.12
512,CAN,Canada,1960,Winter,1960 Winter,44,21.0,0.4772727272727273
513,CAN,Canada,1964,Summer,1964 Summer,105,5.0,0.047619047619047616
514,CAN,Canada,1964,Winter,1964 Winter,55,7.0,0.12727272727272726
515,CAN,Canada,1968,Summer,1968 Summer,139,8.0,0.05755395683453238
516,CAN,Canada,1968,Winter,1968 Winter,70,19.0,0.2714285714285714
517,CAN,Canada,1972,Summer,1972 Summer,208,10.0,0.04807692307692308
518,CAN,Canada,1972,Winter,1972 Winter,47,1.0,0.02127659574468085
519,CAN,Canada,1976,Summer,1976 Summer,385,19.0,0.04935064935064935
520,CAN,Canada,1976,Winter,1976 Winter,59,3.0,0.05084745762711865
521,CAN,Canada,1980,Winter,1980 Winter,59,2.0,0.03389830508474576
522,CAN,Canada,1984,Summer,1984 Summer,408,74.0,0.18137254901960784
523,CAN,Canada,1984,Winter,1984 Winter,67,2.0,0.029850746268656716
524,CAN,Canada,1988,Summer,1988 Summer,328,22.0,0.06707317073170732
525,CAN,Canada,1988,Winter,1988 Winter,112,5.0,0.044642857142857144
526,CAN,Canada,1992,Summer,1992 Summer,295,37.0,0.12542372881355932
527,CAN,Canada,1992,Winter,1992 Winter,108,35.0,0.32407407407407407
528,CAN,Canada,1994,Winter,1994 Winter,95,35.0,0.3684210526315789
529,CAN,Canada,1996,Summer,1996 Summer,303,45.0,0.1485148514851485
530,CAN,Canada,1998,Winter,1998 Winter,144,46.0,0.3194444444444444
531,CAN,Canada,2000,Summer,2000 Summer,294,30.0,0.10204081632653061
532,CAN,Canada,2002,Winter,2002 Winter,150,70.0,0.4666666666666667
533,CAN,Canada,2004,Summer,2004 Summer,262,16.0,0.061068702290076333
534,CAN,Canada,2006,Winter,2006 Winter,191,61.0,0.3193717277486911
535,CAN,Canada,2008,Summer,2008 Summer,332,34.0,0.10240963855421686
536,CAN,Canada,2010,Winter,2010 Winter,201,86.0,0.42786069651741293
537,CAN,Canada,2012,Summer,2012 Summer,273,55.0,0.20146520146520147
538,CAN,Canada,2014,Winter,2014 Winter,217,82.0,0.3778801843317972
539,CAN,Canada,2016,Summer,2016 Summer,310,62.0,0.2
540,CAN,Glisten,1964,Summer,1964 Summer,2,,
541,CAN,Gran Gesto,2008,Summer,2008 Summer,1,,
542,CAN,Mad Dog,1960,Summer,1960 Summer,2,,
543,CAN,Orion,2008,Summer,2008 Summer,1,,
544,CAN,Pop Art,2008,Summer,2008 Summer,1,,
545,CAN,SagaII,1960,Summer,1960 Summer,3,,
546,CAN,Scram,1960,Summer,1960 Summer,2,,
547,CAN,Serendipity,1964,Summer,1964 Summer,3,,
548,CAN,State VI,1964,Summer,1964 Summer,3,,
549,CAN,Syndi,1964,Summer,1964 Summer,2,,
550,CHE,Alain IV,1964,Summer,1964 Summer,3,,
551,CHE,Ali-Baba IX,1964,Summer,1964 Summer,2,,
552,CHE,Ali-Baba VI,1960,Summer,1960 Summer,2,,
553,CHE,Baccara,1960,Summer,1960 Summer,3,,
554,CHE,Ballerina IV,1960,Summer,1960 Summer,3,3.0,1.0
555,CHE,Fantasio III,1960,Summer,1960 Summer,2,,
556,CHE,Pousse-Moi Pas VII,1964,Summer,1964 Summer,2,,
557,CHE,Switzerland,1960,Summer,1960 Summer,139,8.0,0.05755395683453238
558,CHE,Switzerland,1960,Winter,1960 Winter,21,2.0,0.09523809523809523
559,CHE,Switzerland,1964,Summer,1964 Summer,59,5.0,0.0847457627118644
560,CHE,Switzerland,1964,Winter,1964 Winter,72,,
561,CHE,Switzerland,1968,Summer,1968 Summer,85,13.0,0.15294117647058825
562,CHE,Switzerland,1968,Winter,1968 Winter,34,9.0,0.2647058823529412
563,CHE,Switzerland,1972,Summer,1972 Summer,151,8.0,0.052980132450331126
564,CHE,Switzerland,1972,Winter,1972 Winter,52,14.0,0.2692307692307692
565,CHE,Switzerland,1976,Summer,1976 Summer,50,9.0,0.18
566,CHE,Switzerland,1976,Winter,1976 Winter,59,7.0,0.11864406779661017
567,CHE,Switzerland,1980,Summer,1980 Summer,73,2.0,0.0273972602739726
568,CHE,Switzerland,1980,Winter,1980 Winter,44,7.0,0.1590909090909091
569,CHE,Switzerland,1984,Summer,1984 Summer,129,12.0,0.09302325581395349
570,CHE,Switzerland,1984,Winter,1984 Winter,42,8.0,0.19047619047619047
571,CHE,Switzerland,1988,Summer,1988 Summer,99,7.0,0.0707070707070707
572,CHE,Switzerland,1988,Winter,1988 Winter,70,15.0,0.21428571428571427
573,CHE,Switzerland,1992,Summer,1992 Summer,102,1.0,0.00980392156862745
574,CHE,Switzerland,1992,Winter,1992 Winter,74,5.0,0.06756756756756757
575,CHE,Switzerland,1994,Winter,1994 Winter,59,12.0,0.2033898305084746
576,CHE,Switzerland,1996,Summer,1996 Summer,115,11.0,0.09565217391304348
577,CHE,Switzerland,1998,Winter,1998 Winter,69,14.0,0.2028985507246377
578,CHE,Switzerland,2000,Summer,2000 Summer,102,13.0,0.12745098039215685
579,CHE,Switzerland,2002,Winter,2002 Winter,110,23.0,0.20909090909090908
580,CHE,Switzerland,2004,Summer,2004 Summer,98,7.0,0.07142857142857142
581,CHE,Switzerland,2006,Winter,2006 Winter,125,19.0,0.152
582,CHE,Switzerland,2008,Summer,2008 Summer,83,10.0,0.12048192771084337
583,CHE,Switzerland,2010,Winter,2010 Winter,134,11.0,0.08208955223880597
584,CHE,Switzerland,2012,Summer,2012 Summer,98,4.0,0.04081632653061224
585,CHE,Switzerland,2014,Winter,2014 Winter,152,29.0,0.19078947368421054
586,CHE,Switzerland,2016,Summer,2016 Summer,102,11.0,0.10784313725490197
587,CHL,Chile,1960,Summer,1960 Summer,9,,
588,CHL,Chile,1960,Winter,1960 Winter,5,,
589,CHL,Chile,1964,Summer,1964 Summer,14,,
590,CHL,Chile,1964,Winter,1964 Winter,5,,
591,CHL,Chile,1968,Summer,1968 Summer,21,,
592,CHL,Chile,1968,Winter,1968 Winter,4,,
593,CHL,Chile,1972,Summer,1972 Summer,11,,
594,CHL,Chile,1976,Summer,1976 Summer,7,,
595,CHL,Chile,1976,Winter,1976 Winter,5,,
596,CHL,Chile,1984,Summer,1984 Summer,52,,
597,CHL,Chile,1984,Winter,1984 Winter,4,,
598,CHL,Chile,1988,Summer,1988 Summer,17,1.0,0.058823529411764705
599,CHL,Chile,1988,Winter,1988 Winter,5,,
600,CHL,Chile,1992,Summer,1992 Summer,12,,
601,CHL,Chile,1992,Winter,1992 Winter,5,,
602,CHL,Chile,1994,Winter,1994 Winter,3,,
603,CHL,Chile,1996,Summer,1996 Summer,21,,
604,CHL,Chile,1998,Winter,1998 Winter,3,,
605,CHL,Chile,2000,Summer,2000 Summer,50,17.0,0.34
606,CHL,Chile,2002,Winter,2002 Winter,6,,
607,CHL,Chile,2004,Summer,2004 Summer,22,2.0,0.09090909090909091
608,CHL,Chile,2006,Winter,2006 Winter,9,,
609,CHL,Chile,2008,Summer,2008 Summer,26,1.0,0.038461538461538464
610,CHL,Chile,2010,Winter,2010 Winter,3,,
611,CHL,Chile,2012,Summer,2012 Summer,35,,
612,CHL,Chile,2014,Winter,2014 Winter,6,,
613,CHL,Chile,2016,Summer,2016 Summer,42,,
614,CHN,China,1980,Winter,1980 Winter,24,,
615,CHN,China,1984,Summer,1984 Summer,215,64.0,0.29767441860465116
616,CHN,China,1984,Winter,1984 Winter,37,,
617,CHN,China,1988,Summer,1988 Summer,273,44.0,0.16117216117216118
618,CHN,China,1988,Winter,1988 Winter,13,,
619,CHN,China,1992,Summer,1992 Summer,244,68.0,0.2786885245901639
620,CHN,China,1992,Winter,1992 Winter,32,2.0,0.0625
621,CHN,China,1994,Winter,1994 Winter,24,3.0,0.125
622,CHN,China,1996,Summer,1996 Summer,294,94.0,0.3197278911564626
623,CHN,China,1998,Winter,1998 Winter,57,10.0,0.17543859649122806
624,CHN,China,2000,Summer,2000 Summer,271,64.0,0.23616236162361623
625,CHN,China,2002,Winter,2002 Winter,66,11.0,0.16666666666666666
626,CHN,China,2004,Summer,2004 Summer,383,88.0,0.2297650130548303
627,CHN,China,2006,Winter,2006 Winter,73,11.0,0.1506849315068493
628,CHN,China,2008,Summer,2008 Summer,599,157.0,0.2621035058430718
629,CHN,China,2010,Winter,2010 Winter,86,16.0,0.18604651162790697
630,CHN,China,2012,Summer,2012 Summer,375,103.0,0.27466666666666667
631,CHN,China,2014,Winter,2014 Winter,62,10.0,0.16129032258064516
632,CHN,China,2016,Summer,2016 Summer,392,100.0,0.25510204081632654
633,CIV,Cote d'Ivoire,1964,Summer,1964 Summer,9,,
634,CIV,Cote d'Ivoire,1968,Summer,1968 Summer,10,,
635,CIV,Cote d'Ivoire,1972,Summer,1972 Summer,11,,
636,CIV,Cote d'Ivoire,1976,Summer,1976 Summer,8,,
637,CIV,Cote d'Ivoire,1984,Summer,1984 Summer,15,1.0,0.06666666666666667
638,CIV,Cote d'Ivoire,1988,Summer,1988 Summer,28,,
639,CIV,Cote d'Ivoire,1992,Summer,1992 Summer,13,,
640,CIV,Cote d'Ivoire,1996,Summer,1996 Summer,11,,
641,CIV,Cote d'Ivoire,2000,Summer,2000 Summer,14,,
642,CIV,Cote d'Ivoire,2004,Summer,2004 Summer,5,,
643,CIV,Cote d'Ivoire,2008,Summer,2008 Summer,21,,
644,CIV,Cote d'Ivoire,2012,Summer,2012 Summer,9,,
645,CIV,Cote d'Ivoire,2016,Summer,2016 Summer,12,2.0,0.16666666666666666
646,CMR,Cameroon,1964,Summer,1964 Summer,1,,
647,CMR,Cameroon,1968,Summer,1968 Summer,5,1.0,0.2
648,CMR,Cameroon,1972,Summer,1972 Summer,11,,
649,CMR,Cameroon,1976,Summer,1976 Summer,4,,
650,CMR,Cameroon,1980,Summer,1980 Summer,25,,
651,CMR,Cameroon,1984,Summer,1984 Summer,46,1.0,0.021739130434782608
652,CMR,Cameroon,1988,Summer,1988 Summer,15,,
653,CMR,Cameroon,1992,Summer,1992 Summer,8,,
654,CMR,Cameroon,1996,Summer,1996 Summer,15,,
655,CMR,Cameroon,2000,Summer,2000 Summer,34,18.0,0.5294117647058824
656,CMR,Cameroon,2002,Winter,2002 Winter,1,,
657,CMR,Cameroon,2004,Summer,2004 Summer,17,1.0,0.058823529411764705
658,CMR,Cameroon,2008,Summer,2008 Summer,32,1.0,0.03125
659,CMR,Cameroon,2012,Summer,2012 Summer,32,,
660,CMR,Cameroon,2016,Summer,2016 Summer,22,,
661,COD,Congo (Kinshasa),1968,Summer,1968 Summer,5,,
662,COD,Congo (Kinshasa),1984,Summer,1984 Summer,8,,
663,COD,Congo (Kinshasa),1988,Summer,1988 Summer,15,,
664,COD,Congo (Kinshasa),1992,Summer,1992 Summer,17,,
665,COD,Congo (Kinshasa),1996,Summer,1996 Summer,14,,
666,COD,Congo (Kinshasa),2000,Summer,2000 Summer,2,,
667,COD,Congo (Kinshasa),2004,Summer,2004 Summer,4,,
668,COD,Congo (Kinshasa),2008,Summer,2008 Summer,5,,
669,COD,Congo (Kinshasa),2012,Summer,2012 Summer,4,,
670,COD,Congo (Kinshasa),2016,Summer,2016 Summer,4,,
671,COG,Congo (Brazzaville),1964,Summer,1964 Summer,2,,
672,COG,Congo (Brazzaville),1972,Summer,1972 Summer,6,,
673,COG,Congo (Brazzaville),1980,Summer,1980 Summer,23,,
674,COG,Congo (Brazzaville),1984,Summer,1984 Summer,9,,
675,COG,Congo (Brazzaville),1988,Summer,1988 Summer,7,,
676,COG,Congo (Brazzaville),1992,Summer,1992 Summer,7,,
677,COG,Congo (Brazzaville),1996,Summer,1996 Summer,5,,
678,COG,Congo (Brazzaville),2000,Summer,2000 Summer,5,,
679,COG,Congo (Brazzaville),2004,Summer,2004 Summer,5,,
680,COG,Congo (Brazzaville),2008,Summer,2008 Summer,5,,
681,COG,Congo (Brazzaville),2012,Summer,2012 Summer,7,,
682,COG,Congo (Brazzaville),2016,Summer,2016 Summer,10,,
683,COK,Cook Islands,1988,Summer,1988 Summer,7,,
684,COK,Cook Islands,1992,Summer,1992 Summer,2,,
685,COK,Cook Islands,1996,Summer,1996 Summer,3,,
686,COK,Cook Islands,2000,Summer,2000 Summer,2,,
687,COK,Cook Islands,2004,Summer,2004 Summer,3,,
688,COK,Cook Islands,2008,Summer,2008 Summer,4,,
689,COK,Cook Islands,2012,Summer,2012 Summer,8,,
690,COK,Cook Islands,2016,Summer,2016 Summer,9,,
691,COL,Colombia,1960,Summer,1960 Summer,16,,
692,COL,Colombia,1964,Summer,1964 Summer,20,,
693,COL,Colombia,1968,Summer,1968 Summer,43,,
694,COL,Colombia,1972,Summer,1972 Summer,59,3.0,0.05084745762711865
695,COL,Colombia,1976,Summer,1976 Summer,35,,
696,COL,Colombia,1980,Summer,1980 Summer,23,,
697,COL,Colombia,1984,Summer,1984 Summer,39,1.0,0.02564102564102564
698,COL,Colombia,1988,Summer,1988 Summer,40,1.0,0.025
699,COL,Colombia,1992,Summer,1992 Summer,49,1.0,0.02040816326530612
700,COL,Colombia,1996,Summer,1996 Summer,48,,
701,COL,Colombia,2000,Summer,2000 Summer,44,1.0,0.022727272727272728
702,COL,Colombia,2004,Summer,2004 Summer,53,2.0,0.03773584905660377
703,COL,Colombia,2008,Summer,2008 Summer,67,2.0,0.029850746268656716
704,COL,Colombia,2010,Winter,2010 Winter,1,,
705,COL,Colombia,2012,Summer,2012 Summer,101,8.0,0.07920792079207921
706,COL,Colombia,2016,Summer,2016 Summer,143,8.0,0.055944055944055944
707,COM,Comoros,1996,Summer,1996 Summer,4,,
708,COM,Comoros,2000,Summer,2000 Summer,2,,
709,COM,Comoros,2004,Summer,2004 Summer,3,,
710,COM,Comoros,2008,Summer,2008 Summer,3,,
711,COM,Comoros,2012,Summer,2012 Summer,3,,
712,COM,Comoros,2016,Summer,2016 Summer,4,,
713,CPV,Cape Verde,1996,Summer,1996 Summer,3,,
714,CPV,Cape Verde,2000,Summer,2000 Summer,2,,
715,CPV,Cape Verde,2004,Summer,2004 Summer,3,,
716,CPV,Cape Verde,2008,Summer,2008 Summer,2,,
717,CPV,Cape Verde,2012,Summer,2012 Summer,3,,
718,CPV,Cape Verde,2016,Summer,2016 Summer,5,,
719,CRI,Costa Rica,1964,Summer,1964 Summer,2,,
720,CRI,Costa Rica,1968,Summer,1968 Summer,18,,
721,CRI,Costa Rica,1972,Summer,1972 Summer,3,,
722,CRI,Costa Rica,1976,Summer,1976 Summer,5,,
723,CRI,Costa Rica,1980,Summer,1980 Summer,29,,
724,CRI,Costa Rica,1980,Winter,1980 Winter,1,,
725,CRI,Costa Rica,1984,Summer,1984 Summer,28,,
726,CRI,Costa Rica,1984,Winter,1984 Winter,3,,
727,CRI,Costa Rica,1988,Summer,1988 Summer,16,1.0,0.0625
728,CRI,Costa Rica,1988,Winter,1988 Winter,2,,
729,CRI,Costa Rica,1992,Summer,1992 Summer,16,,
730,CRI,Costa Rica,1992,Winter,1992 Winter,4,,
731,CRI,Costa Rica,1996,Summer,1996 Summer,11,1.0,0.09090909090909091
732,CRI,Costa Rica,2000,Summer,2000 Summer,7,1.0,0.14285714285714285
733,CRI,Costa Rica,2002,Winter,2002 Winter,1,,
734,CRI,Costa Rica,2004,Summer,2004 Summer,20,,
735,CRI,Costa Rica,2006,Winter,2006 Winter,1,,
736,CRI,Costa Rica,2008,Summer,2008 Summer,8,,
737,CRI,Costa Rica,2012,Summer,2012 Summer,11,,
738,CRI,Costa Rica,2016,Summer,2016 Summer,11,,
739,CUB,Cuba,1960,Summer,1960 Summer,10,,
740,CUB,Cuba,1964,Summer,1964 Summer,27,1.0,0.037037037037037035
741,CUB,Cuba,1968,Summer,1968 Summer,115,10.0,0.08695652173913043
742,CUB,Cuba,1972,Summer,1972 Summer,137,21.0,0.15328467153284672
743,CUB,Cuba,1976,Summer,1976 Summer,156,23.0,0.14743589743589744
744,CUB,Cuba,1980,Summer,1980 Summer,208,20.0,0.09615384615384616
745,CUB,Cuba,1992,Summer,1992 Summer,176,68.0,0.38636363636363635
746,CUB,Cuba,1996,Summer,1996 Summer,164,55.0,0.3353658536585366
747,CUB,Cuba,2000,Summer,2000 Summer,229,65.0,0.2838427947598253
748,CUB,Cuba,2004,Summer,2004 Summer,151,62.0,0.4105960264900662
749,CUB,Cuba,2008,Summer,2008 Summer,158,47.0,0.2974683544303797
750,CUB,Cuba,2012,Summer,2012 Summer,109,14.0,0.12844036697247707
751,CUB,Cuba,2016,Summer,2016 Summer,117,11.0,0.09401709401709402
752,CUB,Vesania,1960,Summer,1960 Summer,2,,
753,CYM,Cayman Islands,1976,Summer,1976 Summer,2,,
754,CYM,Cayman Islands,1984,Summer,1984 Summer,8,,
755,CYM,Cayman Islands,1988,Summer,1988 Summer,8,,
756,CYM,Cayman Islands,1992,Summer,1992 Summer,10,,
757,CYM,Cayman Islands,1996,Summer,1996 Summer,9,,
758,CYM,Cayman Islands,2000,Summer,2000 Summer,3,,
759,CYM,Cayman Islands,2004,Summer,2004 Summer,5,,
760,CYM,Cayman Islands,2008,Summer,2008 Summer,4,,
761,CYM,Cayman Islands,2010,Winter,2010 Winter,1,,
762,CYM,Cayman Islands,2012,Summer,2012 Summer,4,,
763,CYM,Cayman Islands,2014,Winter,2014 Winter,1,,
764,CYM,Cayman Islands,2016,Summer,2016 Summer,5,,
765,CYP,Cyprus,1980,Summer,1980 Summer,14,,
766,CYP,Cyprus,1980,Winter,1980 Winter,3,,
767,CYP,Cyprus,1984,Summer,1984 Summer,10,,
768,CYP,Cyprus,1984,Winter,1984 Winter,5,,
769,CYP,Cyprus,1988,Summer,1988 Summer,9,,
770,CYP,Cyprus,1988,Winter,1988 Winter,3,,
771,CYP,Cyprus,1992,Summer,1992 Summer,17,,
772,CYP,Cyprus,1992,Winter,1992 Winter,4,,
773,CYP,Cyprus,1994,Winter,1994 Winter,1,,
774,CYP,Cyprus,1996,Summer,1996 Summer,17,,
775,CYP,Cyprus,1998,Winter,1998 Winter,1,,
776,CYP,Cyprus,2000,Summer,2000 Summer,22,,
777,CYP,Cyprus,2002,Winter,2002 Winter,1,,
778,CYP,Cyprus,2004,Summer,2004 Summer,20,,
779,CYP,Cyprus,2006,Winter,2006 Winter,1,,
780,CYP,Cyprus,2008,Summer,2008 Summer,17,,
781,CYP,Cyprus,2010,Winter,2010 Winter,2,,
782,CYP,Cyprus,2012,Summer,2012 Summer,13,1.0,0.07692307692307693
783,CYP,Cyprus,2014,Winter,2014 Winter,1,,
784,CYP,Cyprus,2016,Summer,2016 Summer,15,,
785,CZE,Czech Republic,1994,Winter,1994 Winter,63,,
786,CZE,Czech Republic,1996,Summer,1996 Summer,115,11.0,0.09565217391304348
787,CZE,Czech Republic,1998,Winter,1998 Winter,61,22.0,0.36065573770491804
788,CZE,Czech Republic,2000,Summer,2000 Summer,119,9.0,0.07563025210084033
789,CZE,Czech Republic,2002,Winter,2002 Winter,76,2.0,0.02631578947368421
790,CZE,Czech Republic,2004,Summer,2004 Summer,142,13.0,0.09154929577464789
791,CZE,Czech Republic,2006,Winter,2006 Winter,83,26.0,0.3132530120481928
792,CZE,Czech Republic,2008,Summer,2008 Summer,134,6.0,0.04477611940298507
793,CZE,Czech Republic,2010,Winter,2010 Winter,90,6.0,0.06666666666666667
794,CZE,Czech Republic,2012,Summer,2012 Summer,133,14.0,0.10526315789473684
795,CZE,Czech Republic,2014,Winter,2014 Winter,87,6.0,0.06896551724137931
796,CZE,Czech Republic,2016,Summer,2016 Summer,104,14.0,0.1346153846153846
797,DEU,Bellatrix IX,1960,Summer,1960 Summer,3,,
798,DEU,Bellatrix XIII,1964,Summer,1964 Summer,2,,
799,DEU,Bonaparte,2008,Summer,2008 Summer,1,1.0,1.0
800,DEU,Bronia,1960,Summer,1960 Summer,3,,
801,DEU,Dinah V,1960,Summer,1960 Summer,3,,
802,DEU,Elvis Va,2008,Summer,2008 Summer,1,1.0,1.0
803,DEU,Germany,1960,Summer,1960 Summer,282,78.0,0.2765957446808511
804,DEU,Germany,1960,Winter,1960 Winter,74,8.0,0.10810810810810811
805,DEU,Germany,1964,Summer,1964 Summer,326,100.0,0.3067484662576687
806,DEU,Germany,1964,Winter,1964 Winter,96,10.0,0.10416666666666667
807,DEU,Germany,1992,Summer,1992 Summer,463,175.0,0.3779697624190065
808,DEU,Germany,1992,Winter,1992 Winter,111,30.0,0.2702702702702703
809,DEU,Germany,1994,Winter,1994 Winter,112,31.0,0.2767857142857143
810,DEU,Germany,1996,Summer,1996 Summer,466,108.0,0.2317596566523605
811,DEU,Germany,1998,Winter,1998 Winter,125,33.0,0.264
812,DEU,Germany,2000,Summer,2000 Summer,422,106.0,0.25118483412322273
813,DEU,Germany,2002,Winter,2002 Winter,157,47.0,0.29936305732484075
814,DEU,Germany,2004,Summer,2004 Summer,441,139.0,0.31519274376417233
815,DEU,Germany,2006,Winter,2006 Winter,155,38.0,0.24516129032258063
816,DEU,Germany,2008,Summer,2008 Summer,420,91.0,0.21666666666666667
817,DEU,Germany,2010,Winter,2010 Winter,149,43.0,0.28859060402684567
818,DEU,Germany,2012,Summer,2012 Summer,383,87.0,0.22715404699738903
819,DEU,Germany,2014,Winter,2014 Winter,151,28.0,0.18543046357615894
820,DEU,Germany,2016,Summer,2016 Summer,418,150.0,0.3588516746411483
821,DEU,Macky VI,1960,Summer,1960 Summer,3,3.0,1.0
822,DEU,Mutafo,1964,Summer,1964 Summer,3,3.0,1.0
823,DEU,Satchmo,2008,Summer,2008 Summer,1,1.0,1.0
824,DEU,Subbnboana,1964,Summer,1964 Summer,4,,
825,DEU,Tantalus,1964,Summer,1964 Summer,2,,
826,DJI,Djibouti,1984,Summer,1984 Summer,3,,
827,DJI,Djibouti,1988,Summer,1988 Summer,6,1.0,0.16666666666666666
828,DJI,Djibouti,1992,Summer,1992 Summer,8,,
829,DJI,Djibouti,1996,Summer,1996 Summer,5,,
830,DJI,Djibouti,2000,Summer,2000 Summer,2,,
